Father,Mother,Gender,Kids,Height
64.0,64.0,F,5,62.0
64.0,64.0,F,6,62.0
64.0,64.0,F,7,61.0
64.0,64.0,M,8,70.5
64.0,64.0,M,9,68.0
64.0,64.0,F,10,67.0
64.0,64.0,F,11,65.0
64.0,64.0,F,12,64.0
64.0,64.0,F,13,64.0
64.0,64.0,F,14,60.0
64.0,63.0,M,1,64.5
64.0,60.0,M,1,66.0
64.0,60.0,F,2,60.0
62.0,66.0,M,1,64.0
62.0,66.0,F,2,62.0
62.0,66.0,F,3,61.0
62.5,63.0,M,1,66.5
62.5,63.0,F,2,57.0
68.5,65.0,M,1,72.0
68.5,65.0,M,2,70.5
68.5,65.0,M,3,68.7
68.5,65.0,M,4,68.5
68.5,65.0,M,5,67.7
68.5,65.0,F,6,64.0
68.5,65.0,F,7,63.5
68.5,65.0,F,8,63.0
0.0,0.0,F,1,0.0
100.0,100.0,M,1,100.0
